key,press_time,release_time,dwell_time,flight_time
s,0.0,90.66,90.66,0.0
e,205.34,290.76,85.42,114.67
c,481.52,616.32,134.8,190.76
u,722.58,835.36,112.78,106.26
r,951.42,1032.17,80.75,116.06
e,1135.39,1231.14,95.75,103.22
p,1347.23,1505.0,157.76,116.1
a,1711.76,1783.01,71.25,206.76
s,1856.69,1944.9,88.21,73.68
s,2096.62,2189.42,92.8,151.72
w,2320.23,2429.4,109.17,130.81
o,2576.76,2685.0,108.24,147.36
r,2851.68,2940.54,88.86,166.67
d,3076.05,3141.28,65.24,135.51
1,3236.63,3374.34,137.7,95.35
2,3457.39,3564.11,106.72,83.06
3,3742.39,3863.21,120.82,178.28
