key,press_time,release_time,dwell_time,flight_time
s,0.0,50.03,50.03,0.0
e,112.61,185.08,72.47,62.58
c,273.17,340.15,66.97,88.09
u,423.88,506.1,82.22,83.74
r,591.42,674.02,82.6,85.32
e,755.27,829.45,74.18,81.25
p,920.56,1016.17,95.61,91.11
a,1085.52,1193.9,108.37,69.36
s,1292.18,1365.83,73.65,98.29
s,1445.84,1524.26,78.43,80.01
w,1602.47,1683.67,81.2,78.21
o,1774.64,1836.04,61.41,90.97
r,1930.07,2007.42,77.35,94.03
d,2093.0,2156.78,63.78,85.58
1,2231.71,2301.28,69.57,74.93
2,2376.87,2468.81,91.94,75.59
3,2537.97,2636.12,98.16,69.16
