key,press_time,release_time,dwell_time,flight_time
s,0.0,46.08,46.08,0.0
e,132.52,195.86,63.34,86.44
c,260.97,347.08,86.11,65.11
u,453.51,526.62,73.11,106.43
r,614.78,654.78,40.0,88.17
e,727.24,803.48,76.24,72.45
p,896.56,970.08,73.52,93.08
a,1036.57,1108.67,72.1,66.49
s,1197.9,1240.98,43.07,89.23
s,1333.13,1387.15,54.02,92.15
w,1464.34,1519.76,55.42,77.19
o,1609.26,1670.81,61.55,89.49
r,1749.25,1819.6,70.35,78.44
d,1896.99,1944.93,47.94,77.39
1,2023.46,2109.43,85.97,78.54
2,2219.15,2291.97,72.82,109.72
3,2410.25,2487.31,77.06,118.28
