key,press_time,release_time,dwell_time,flight_time
s,0.0,73.4,73.4,0.0
e,202.22,250.36,48.14,128.81
c,421.31,524.81,103.5,170.95
u,671.67,769.65,97.97,146.86
r,868.36,1024.05,155.68,98.71
e,1192.65,1306.36,113.71,168.61
p,1403.58,1561.79,158.21,97.21
a,1691.07,1744.63,53.56,129.28
s,1878.46,1983.35,104.89,133.83
s,2095.61,2191.17,95.56,112.25
w,2350.06,2476.37,126.31,158.89
o,2642.3,2719.2,76.9,165.93
r,2885.6,2994.45,108.85,166.4
d,3161.86,3216.38,54.53,167.41
1,3381.45,3462.44,80.99,165.07
2,3586.84,3763.89,177.06,124.39
3,3815.36,3940.41,125.06,51.46
