key,press_time,release_time,dwell_time,flight_time
s,0.0,128.94,128.94,0.0
e,322.88,548.52,225.64,193.94
c,712.77,858.04,145.27,164.25
u,1098.51,1246.53,148.02,240.47
r,1390.11,1503.27,113.16,143.58
e,1619.35,1731.13,111.78,116.08
p,1846.94,2048.05,201.1,115.82
a,2177.56,2399.3,221.74,129.52
s,2556.63,2709.73,153.1,157.33
s,2922.96,3112.11,189.15,213.23
w,3315.52,3469.78,154.26,203.41
o,3635.59,3835.01,199.41,165.81
r,3957.53,4081.59,124.06,122.52
d,4222.72,4339.31,116.59,141.13
1,4535.34,4714.55,179.21,196.03
2,4916.26,5059.56,143.3,201.71
3,5220.62,5425.66,205.05,161.06
