key,press_time,release_time,dwell_time,flight_time
s,0.0,62.84,62.84,0.0
e,158.46,261.43,102.97,95.62
c,380.06,455.05,74.99,118.63
u,561.54,689.82,128.28,106.49
r,750.0,852.43,102.44,60.18
e,940.01,1057.71,117.7,87.58
p,1167.44,1261.1,93.66,109.73
a,1399.85,1498.49,98.64,138.76
s,1588.3,1726.27,137.97,89.81
s,1820.1,1922.14,102.03,93.84
w,2052.19,2154.5,102.31,130.05
o,2228.12,2291.36,63.24,73.62
r,2431.38,2546.08,114.7,140.02
d,2676.41,2772.2,95.79,130.33
1,2901.65,2979.99,78.34,129.45
2,3065.31,3208.32,143.0,85.32
3,3301.5,3424.5,123.0,93.18
