key,press_time,release_time,dwell_time,flight_time
s,0.0,146.47,146.47,0.0
e,258.75,413.38,154.63,112.28
c,529.87,641.6,111.74,116.48
u,786.38,906.77,120.39,144.77
r,1068.25,1238.22,169.97,161.48
e,1391.72,1517.39,125.68,153.49
p,1695.3,1873.29,178.0,177.9
a,2031.31,2152.43,121.12,158.01
s,2260.95,2385.69,124.74,108.53
s,2493.26,2632.1,138.83,107.57
w,2815.92,2917.86,101.93,183.83
o,3039.89,3153.24,113.35,122.03
r,3310.79,3399.73,88.94,157.55
d,3517.3,3626.02,108.72,117.56
1,3754.75,3887.98,133.23,128.73
2,4048.66,4219.58,170.91,160.69
3,4304.33,4411.73,107.4,84.75
