key,press_time,release_time,dwell_time,flight_time
s,0.0,133.74,133.74,0.0
e,222.52,339.41,116.89,88.78
c,446.54,580.14,133.6,107.13
u,767.8,889.89,122.09,187.66
r,1022.87,1132.25,109.38,132.98
e,1281.74,1427.58,145.84,149.49
p,1567.2,1659.78,92.58,139.62
a,1817.64,1972.31,154.67,157.86
s,2182.24,2302.72,120.48,209.93
s,2438.43,2527.8,89.37,135.71
w,2722.5,2854.35,131.85,194.7
o,2986.14,3080.49,94.35,131.79
r,3174.36,3263.77,89.41,93.87
d,3462.36,3576.58,114.21,198.6
1,3632.21,3732.45,100.25,55.63
2,3844.25,3980.63,136.38,111.79
3,4105.52,4229.55,124.03,124.89
