key,press_time,release_time,dwell_time,flight_time
s,0.0,72.61,72.61,0.0
e,190.96,274.28,83.32,118.35
c,338.48,454.88,116.4,64.2
u,562.47,667.91,105.44,107.59
r,757.83,852.46,94.63,89.92
e,951.72,1054.17,102.45,99.26
p,1088.43,1173.91,85.48,34.26
a,1272.26,1378.4,106.14,98.35
s,1500.05,1588.53,88.49,121.64
s,1704.24,1755.04,50.8,115.71
w,1859.29,1942.66,83.37,104.25
o,2032.4,2127.51,95.11,89.75
r,2253.44,2350.0,96.56,125.92
d,2472.17,2581.51,109.34,122.17
1,2682.11,2803.13,121.02,100.6
2,2896.16,2978.61,82.45,93.03
3,3076.41,3152.37,75.96,97.8
