key,press_time,release_time,dwell_time,flight_time
s,0.0,116.2,116.2,0.0
e,270.5,417.92,147.42,154.3
c,634.14,842.34,208.2,216.22
u,1018.92,1123.33,104.41,176.58
r,1193.43,1378.55,185.12,70.1
e,1532.33,1724.95,192.62,153.78
p,1932.79,2098.61,165.82,207.84
a,2237.23,2429.54,192.31,138.62
s,2560.22,2638.59,78.37,130.69
s,2784.68,2856.38,71.7,146.09
w,3035.4,3148.64,113.24,179.02
o,3333.43,3438.38,104.95,184.79
r,3553.13,3687.07,133.94,114.75
d,3867.69,3991.98,124.29,180.62
1,4141.17,4319.96,178.79,149.2
2,4459.74,4671.76,212.02,139.78
3,4827.61,5006.91,179.3,155.84
