key,press_time,release_time,dwell_time,flight_time
s,0.0,103.26,103.26,0.0
e,202.6,337.39,134.79,99.33
c,479.81,622.47,142.66,142.42
u,697.47,812.96,115.49,75.0
r,954.48,1056.47,101.99,141.52
e,1116.22,1237.85,121.63,59.75
p,1402.35,1535.87,133.52,164.49
a,1621.98,1742.82,120.84,86.11
s,1878.77,1978.32,99.55,135.95
s,2103.9,2241.4,137.5,125.59
w,2373.45,2525.01,151.56,132.05
o,2652.23,2790.54,138.31,127.22
r,2877.16,3001.13,123.97,86.61
d,3156.16,3285.64,129.48,155.03
1,3450.9,3608.51,157.61,165.25
2,3710.09,3884.62,174.53,101.58
3,4020.44,4192.3,171.86,135.82
