key,press_time,release_time,dwell_time,flight_time
s,0.0,155.33,155.33,0.0
e,273.62,430.77,157.15,118.29
c,631.71,748.36,116.66,200.94
u,940.03,1137.45,197.43,191.66
r,1256.72,1439.9,183.18,119.27
e,1616.59,1731.34,114.74,176.69
p,1857.52,2026.97,169.45,126.18
a,2221.67,2387.4,165.73,194.7
s,2598.85,2777.77,178.92,211.45
s,2884.91,3022.87,137.96,107.14
w,3230.08,3383.13,153.05,207.21
o,3594.2,3806.95,212.75,211.06
r,3988.82,4171.64,182.82,181.87
d,4326.52,4494.29,167.76,154.88
1,4649.69,4812.32,162.63,155.4
2,4920.69,5200.5,279.81,108.37
3,5329.95,5536.06,206.11,129.44
