key,press_time,release_time,dwell_time,flight_time
s,0.0,115.08,115.08,0.0
e,244.16,348.64,104.47,129.08
c,506.31,642.93,136.62,157.67
u,765.42,918.03,152.6,122.5
r,1072.01,1197.08,125.07,153.98
e,1319.07,1425.72,106.64,122.0
p,1679.78,1817.18,137.4,254.06
a,1959.03,2094.96,135.93,141.86
s,2208.61,2303.13,94.51,113.65
s,2426.66,2525.72,99.06,123.53
w,2675.75,2800.84,125.09,150.04
o,2952.81,3055.79,102.98,151.97
r,3227.03,3369.52,142.5,171.24
d,3511.25,3622.09,110.84,141.73
1,3776.17,3888.5,112.33,154.07
2,4036.94,4209.39,172.45,148.44
3,4414.85,4556.36,141.52,205.46
