key,press_time,release_time,dwell_time,flight_time
s,0.0,95.78,95.78,0.0
e,325.59,533.63,208.04,229.81
c,654.13,780.96,126.83,120.5
u,944.16,1146.01,201.85,163.2
r,1307.38,1507.97,200.58,161.37
e,1695.57,1826.25,130.68,187.6
p,1992.09,2157.7,165.61,165.85
a,2333.1,2469.27,136.17,175.4
s,2587.69,2710.49,122.79,118.42
s,2863.53,3021.35,157.82,153.04
w,3195.39,3320.21,124.81,174.05
o,3547.94,3666.42,118.48,227.74
r,3797.42,3936.41,138.99,131.0
d,4106.69,4277.26,170.56,170.28
1,4370.24,4591.69,221.46,92.98
2,4758.15,4979.26,221.11,166.46
3,5182.35,5400.72,218.37,203.09
