key,press_time,release_time,dwell_time,flight_time
s,0.0,224.83,224.83,0.0
e,249.83,458.09,208.26,25.0
c,631.55,738.0,106.45,173.46
u,807.12,1001.02,193.9,69.12
r,1076.42,1247.27,170.85,75.4
e,1465.51,1625.58,160.07,218.25
p,1824.93,2042.19,217.26,199.35
a,2072.15,2182.57,110.42,29.96
s,2342.84,2612.67,269.83,160.27
s,2754.18,2804.23,50.05,141.52
w,2829.23,2944.3,115.07,25.0
o,3160.4,3411.91,251.5,216.1
r,3563.64,3681.81,118.17,151.73
d,4015.86,4174.28,158.42,334.05
1,4307.43,4482.42,174.99,133.16
2,4646.81,4789.32,142.51,164.39
3,4964.2,5072.69,108.49,174.87
