key,press_time,release_time,dwell_time,flight_time
s,0.0,162.31,162.31,0.0
e,324.8,558.94,234.14,162.48
c,706.31,923.92,217.61,147.37
u,1017.5,1272.09,254.59,93.58
r,1424.55,1588.93,164.38,152.46
e,1730.56,1887.12,156.57,141.63
p,2056.0,2255.21,199.2,168.88
a,2406.2,2616.79,210.59,150.99
s,2809.8,2991.9,182.1,193.01
s,3085.63,3289.09,203.46,93.73
w,3407.12,3568.06,160.94,118.03
o,3771.4,3905.9,134.5,203.34
r,4103.76,4289.68,185.92,197.86
d,4425.54,4536.8,111.26,135.86
1,4700.56,4891.11,190.55,163.76
2,5037.67,5211.2,173.53,146.56
3,5366.64,5615.44,248.81,155.43
