key,press_time,release_time,dwell_time,flight_time
s,0.0,205.42,205.42,0.0
e,421.51,587.57,166.06,216.09
c,714.78,963.37,248.58,127.22
u,1162.9,1321.61,158.71,199.54
r,1507.62,1610.53,102.9,186.01
e,1767.66,1962.59,194.93,157.13
p,2100.96,2316.7,215.74,138.37
a,2527.71,2746.25,218.54,211.02
s,2952.57,3110.02,157.45,206.32
s,3429.74,3631.63,201.89,319.72
w,3844.7,4026.57,181.87,213.07
o,4238.03,4402.63,164.6,211.46
r,4670.3,4866.88,196.58,267.67
d,5162.63,5353.68,191.05,295.75
1,5453.02,5675.56,222.54,99.34
2,5867.98,6104.23,236.25,192.42
3,6253.23,6505.72,252.48,149.0
