key,press_time,release_time,dwell_time,flight_time
s,0.0,112.42,112.42,0.0
e,288.78,442.68,153.9,176.36
c,578.32,685.71,107.39,135.64
u,824.81,982.66,157.85,139.1
r,1162.74,1258.58,95.84,180.08
e,1418.29,1566.04,147.75,159.71
p,1613.05,1741.62,128.58,47.01
a,1880.37,2002.41,122.04,138.75
s,2127.96,2216.66,88.7,125.55
s,2320.99,2417.78,96.79,104.33
w,2580.75,2707.88,127.13,162.97
o,2848.49,3026.09,177.6,140.61
r,3221.9,3370.96,149.06,195.81
d,3521.29,3621.22,99.93,150.33
1,3693.46,3823.81,130.35,72.24
2,3900.38,4015.46,115.07,76.57
3,4119.83,4243.8,123.97,104.37
