key,press_time,release_time,dwell_time,flight_time
s,0.0,98.65,98.65,0.0
e,219.37,303.17,83.8,120.72
c,385.24,488.05,102.81,82.07
u,577.51,629.61,52.1,89.46
r,739.04,805.57,66.53,109.43
e,932.72,1009.58,76.85,127.15
p,1116.63,1220.03,103.4,107.06
a,1311.08,1367.24,56.15,91.05
s,1440.67,1534.6,93.93,73.44
s,1648.31,1721.54,73.24,113.71
w,1808.47,1950.62,142.15,86.92
o,2051.59,2140.35,88.76,100.97
r,2224.98,2316.85,91.88,84.63
d,2427.49,2501.85,74.36,110.64
1,2608.37,2716.63,108.26,106.52
2,2818.97,2925.37,106.4,102.34
3,3017.09,3126.54,109.46,91.71
