key,press_time,release_time,dwell_time,flight_time
s,0.0,249.92,249.92,0.0
e,509.43,677.94,168.51,259.51
c,863.58,903.58,40.0,185.64
u,1225.93,1492.73,266.8,322.36
r,1604.17,1844.81,240.65,111.43
e,2055.9,2217.23,161.33,211.09
p,2421.39,2523.07,101.67,204.17
a,2632.96,2854.0,221.04,109.89
s,3095.3,3233.25,137.95,241.3
s,3379.47,3651.53,272.06,146.22
w,3926.4,4237.66,311.26,274.87
o,4625.71,4706.88,81.17,388.05
r,4986.49,5150.14,163.66,279.61
d,5441.99,5789.63,347.64,291.85
1,6071.84,6201.88,130.04,282.2
2,6369.46,6519.53,150.07,167.57
3,6768.77,6939.41,170.64,249.25
