key,press_time,release_time,dwell_time,flight_time
s,0.0,106.71,106.71,0.0
e,280.34,410.35,130.01,173.63
c,553.2,660.18,106.98,142.85
u,723.37,842.32,118.95,63.19
r,1021.17,1163.01,141.84,178.85
e,1291.6,1436.5,144.9,128.58
p,1629.11,1762.7,133.59,192.62
a,1966.08,2126.79,160.71,203.38
s,2248.75,2368.89,120.14,121.97
s,2575.14,2678.58,103.44,206.25
w,2822.36,2929.89,107.53,143.78
o,3048.15,3167.23,119.08,118.26
r,3371.94,3495.28,123.34,204.71
d,3572.43,3660.74,88.31,77.15
1,3766.77,3902.41,135.64,106.04
2,4069.85,4208.75,138.91,167.44
3,4332.27,4461.01,128.74,123.52
