key,press_time,release_time,dwell_time,flight_time
s,0.0,187.2,187.2,0.0
e,384.42,626.28,241.86,197.22
c,809.11,943.52,134.4,182.83
u,1118.59,1357.35,238.76,175.08
r,1523.58,1762.68,239.1,166.23
e,1980.06,2115.61,135.55,217.38
p,2295.56,2554.56,259.01,179.95
a,2749.85,2907.71,157.86,195.29
s,3030.65,3177.13,146.48,122.94
s,3455.35,3561.16,105.81,278.22
w,3751.92,3923.46,171.54,190.76
o,4161.68,4324.85,163.18,238.22
r,4517.74,4666.83,149.09,192.89
d,4871.89,5023.03,151.14,205.06
1,5226.41,5532.3,305.9,203.38
2,5667.94,5909.16,241.22,135.63
3,6043.83,6289.93,246.1,134.68
