key,press_time,release_time,dwell_time,flight_time
s,0.0,123.66,123.66,0.0
e,288.98,432.87,143.89,165.32
c,474.05,568.83,94.78,41.18
u,710.12,800.5,90.38,141.28
r,940.11,1020.66,80.55,139.61
e,1138.79,1294.79,155.99,118.13
p,1414.95,1539.31,124.36,120.16
a,1638.8,1741.96,103.16,99.49
s,1873.43,1982.24,108.82,131.47
s,2115.97,2203.31,87.34,133.73
w,2342.41,2469.39,126.98,139.1
o,2606.32,2702.47,96.14,136.94
r,2797.63,2984.45,186.82,95.16
d,3093.04,3172.83,79.79,108.59
1,3318.17,3478.46,160.29,145.35
2,3620.7,3801.27,180.58,142.23
3,3919.92,4050.13,130.21,118.65
