key,press_time,release_time,dwell_time,flight_time
s,0.0,107.61,107.61,0.0
e,214.52,325.79,111.27,106.91
c,531.23,698.44,167.21,205.44
u,870.25,939.49,69.24,171.81
r,1055.73,1110.91,55.18,116.24
e,1217.9,1354.12,136.22,106.99
p,1541.03,1669.26,128.23,186.92
a,1802.41,1910.12,107.71,133.15
s,2070.7,2119.74,49.04,160.58
s,2299.64,2450.2,150.56,179.9
w,2600.1,2746.02,145.92,149.91
o,2830.43,2995.39,164.95,84.41
r,3116.11,3190.35,74.24,120.72
d,3396.39,3544.38,148.0,206.04
1,3679.09,3885.61,206.53,134.7
2,3973.13,4145.87,172.74,87.51
3,4273.64,4385.26,111.63,127.77
