key,press_time,release_time,dwell_time,flight_time
s,0.0,110.93,110.93,0.0
e,196.11,329.59,133.48,85.18
c,430.61,580.23,149.62,101.03
u,685.74,775.54,89.79,105.51
r,905.42,1042.28,136.87,129.88
e,1190.22,1296.07,105.85,147.94
p,1419.59,1577.56,157.98,123.51
a,1685.94,1819.6,133.66,108.37
s,1938.94,2025.45,86.51,119.34
s,2138.96,2228.73,89.77,113.51
w,2348.43,2500.37,151.94,119.7
o,2605.77,2733.73,127.96,105.39
r,2847.84,2958.24,110.4,114.11
d,3004.69,3070.17,65.48,46.45
1,3201.18,3336.66,135.48,131.01
2,3527.2,3661.46,134.26,190.53
3,3719.29,3864.46,145.17,57.84
