key,press_time,release_time,dwell_time,flight_time
s,0.0,109.37,109.37,0.0
e,348.7,491.17,142.46,239.34
c,635.26,931.15,295.89,144.1
u,1297.26,1422.92,125.66,366.11
r,1485.28,1607.88,122.61,62.36
e,1978.46,2092.5,114.05,370.57
p,2153.19,2264.14,110.95,60.69
a,2522.66,2699.46,176.79,258.53
s,2989.38,3153.06,163.68,289.92
s,3209.86,3383.62,173.75,56.81
w,3434.18,3544.04,109.86,50.56
o,3832.96,4028.19,195.22,288.92
r,4375.64,4415.64,40.0,347.46
d,4603.71,4825.72,222.01,188.07
1,5021.24,5190.89,169.64,195.52
2,5310.74,5634.77,324.03,119.85
3,5801.25,6042.48,241.23,166.48
