key,press_time,release_time,dwell_time,flight_time
s,0.0,169.06,169.06,0.0
e,353.47,499.63,146.16,184.4
c,657.39,889.52,232.14,157.76
u,1192.24,1403.98,211.74,302.72
r,1558.61,1766.72,208.12,154.63
e,1959.16,2139.18,180.02,192.44
p,2405.01,2616.06,211.05,265.83
a,2860.01,3072.48,212.47,243.94
s,3352.94,3532.12,179.18,280.47
s,3680.26,3907.37,227.1,148.14
w,4039.32,4345.26,305.94,131.95
o,4413.8,4562.32,148.52,68.55
r,4807.77,5025.96,218.19,245.45
d,5236.32,5502.56,266.24,210.36
1,5547.68,5816.67,268.99,45.12
2,6061.14,6386.36,325.22,244.47
3,6521.04,6829.82,308.78,134.68
