key,press_time,release_time,dwell_time,flight_time
s,0.0,156.72,156.72,0.0
e,273.99,432.96,158.97,117.27
c,563.84,750.54,186.7,130.88
u,874.79,991.11,116.32,124.25
r,1083.88,1228.31,144.43,92.77
e,1291.53,1448.33,156.8,63.22
p,1550.65,1764.55,213.9,102.32
a,1886.94,2089.73,202.79,122.39
s,2167.95,2207.95,40.0,78.22
s,2503.58,2630.02,126.44,295.63
w,2769.61,2875.36,105.75,139.6
o,3006.14,3140.18,134.04,130.78
r,3360.12,3481.13,121.01,219.94
d,3698.57,3819.97,121.4,217.44
1,4074.13,4282.27,208.14,254.17
2,4418.06,4599.94,181.88,135.79
3,4806.2,5036.2,229.99,206.26
