key,press_time,release_time,dwell_time,flight_time
s,0.0,89.1,89.1,0.0
e,182.76,289.96,107.2,93.65
c,426.2,533.0,106.81,136.24
u,656.19,777.93,121.75,123.18
r,877.7,1041.66,163.96,99.77
e,1186.62,1297.2,110.58,144.96
p,1442.92,1590.01,147.09,145.71
a,1736.69,1842.14,105.45,146.68
s,1900.0,1988.95,88.95,57.86
s,2172.74,2265.08,92.34,183.79
w,2422.8,2572.82,150.02,157.72
o,2656.95,2800.53,143.58,84.13
r,2895.01,3014.99,119.98,94.48
d,3114.32,3227.91,113.6,99.33
1,3325.56,3479.86,154.3,97.65
2,3526.1,3718.76,192.66,46.24
3,3906.35,4039.48,133.13,187.59
