key,press_time,release_time,dwell_time,flight_time
s,0.0,89.58,89.58,0.0
e,186.64,327.89,141.25,97.05
c,483.87,575.11,91.24,155.99
u,683.91,801.31,117.4,108.8
r,917.21,1068.45,151.24,115.9
e,1202.52,1298.19,95.67,134.07
p,1382.77,1536.33,153.55,84.58
a,1643.65,1718.11,74.46,107.32
s,1850.5,1942.28,91.79,132.38
s,2081.8,2198.25,116.44,139.52
w,2325.36,2427.82,102.45,127.12
o,2501.8,2658.53,156.73,73.99
r,2816.27,2934.13,117.86,157.74
d,2986.12,3075.84,89.72,51.99
1,3183.43,3376.31,192.88,107.59
2,3439.06,3592.67,153.61,62.75
3,3775.29,3923.79,148.5,182.62
