key,press_time,release_time,dwell_time,flight_time
s,0.0,216.0,216.0,0.0
e,432.42,746.69,314.27,216.42
c,974.63,1153.71,179.07,227.95
u,1362.41,1492.7,130.3,208.7
r,1654.98,1793.15,138.17,162.27
e,1925.23,2094.36,169.13,132.08
p,2292.44,2574.9,282.46,198.08
a,2755.26,2942.72,187.46,180.36
s,3023.88,3156.34,132.46,81.16
s,3268.76,3476.72,207.97,112.41
w,3608.42,3846.19,237.77,131.7
o,4147.41,4346.63,199.22,301.22
r,4599.92,4851.17,251.25,253.29
d,5027.53,5252.63,225.1,176.36
1,5354.82,5521.81,166.99,102.19
2,5760.88,5940.89,180.01,239.07
3,6113.17,6356.83,243.66,172.28
