key,press_time,release_time,dwell_time,flight_time
s,0.0,44.77,44.77,0.0
e,131.27,203.48,72.2,86.5
c,282.26,360.07,77.81,78.78
u,441.6,512.53,70.94,81.52
r,591.64,659.61,67.97,79.11
e,756.43,831.68,75.25,96.82
p,924.05,1011.48,87.43,92.37
a,1092.2,1146.18,53.98,80.71
s,1195.68,1254.99,59.31,49.51
s,1356.39,1412.33,55.94,101.4
w,1508.22,1572.58,64.36,95.89
o,1651.42,1719.55,68.13,78.84
r,1819.86,1877.08,57.22,100.31
d,1951.07,2023.92,72.85,73.99
1,2120.2,2186.59,66.39,96.28
2,2279.28,2392.14,112.86,92.68
3,2509.72,2579.15,69.43,117.58
