key,press_time,release_time,dwell_time,flight_time
s,0.0,73.98,73.98,0.0
e,211.93,317.84,105.91,137.95
c,471.29,588.33,117.04,153.45
u,725.47,839.78,114.31,137.14
r,1011.81,1134.33,122.51,172.04
e,1376.42,1522.67,146.25,242.09
p,1658.9,1787.33,128.44,136.23
a,1949.15,2083.77,134.62,161.82
s,2224.96,2306.31,81.35,141.2
s,2442.82,2546.65,103.84,136.5
w,2649.37,2786.66,137.3,102.71
o,2937.59,3088.46,150.87,150.93
r,3209.23,3320.93,111.7,120.77
d,3456.79,3538.42,81.63,135.86
1,3660.59,3828.23,167.64,122.17
2,3953.4,4136.8,183.4,125.17
3,4249.89,4412.14,162.25,113.09
