key,press_time,release_time,dwell_time,flight_time
s,0.0,150.97,150.97,0.0
e,295.67,427.16,131.49,144.7
c,663.7,834.31,170.61,236.54
u,1064.02,1228.08,164.05,229.71
r,1558.88,1791.26,232.38,330.8
e,1934.93,2098.12,163.2,143.67
p,2365.28,2519.38,154.1,267.15
a,2739.65,2884.41,144.76,220.27
s,3095.73,3287.82,192.09,211.32
s,3620.96,3683.04,62.08,333.14
w,3972.74,4116.16,143.42,289.7
o,4425.45,4541.04,115.59,309.29
r,4723.06,4906.01,182.96,182.02
d,5116.81,5263.47,146.67,210.79
1,5545.32,5691.95,146.63,281.85
2,5931.53,6182.98,251.45,239.57
3,6409.19,6639.87,230.69,226.21
