key,press_time,release_time,dwell_time,flight_time
s,0.0,209.89,209.89,0.0
e,421.07,555.03,133.96,211.18
c,683.6,858.96,175.35,128.57
u,1013.3,1244.88,231.58,154.34
r,1440.59,1588.31,147.72,195.71
e,1706.85,1962.99,256.14,118.54
p,2232.48,2464.35,231.88,269.49
a,2666.45,2893.52,227.06,202.1
s,2981.11,3152.27,171.17,87.59
s,3344.19,3549.42,205.23,191.92
w,3638.3,3787.6,149.29,88.89
o,4041.13,4334.79,293.66,253.54
r,4502.66,4693.51,190.85,167.87
d,4798.52,5014.64,216.11,105.02
1,5252.06,5559.06,307.01,237.42
2,5728.92,6063.5,334.58,169.86
3,6284.7,6491.98,207.28,221.2
