key,press_time,release_time,dwell_time,flight_time
s,0.0,190.8,190.8,0.0
e,373.83,590.64,216.81,183.03
c,733.43,927.87,194.43,142.8
u,1150.05,1412.27,262.22,222.19
r,1647.39,1809.4,162.01,235.12
e,1883.9,2080.72,196.82,74.5
p,2266.06,2446.06,180.0,185.34
a,2622.91,2840.89,217.98,176.86
s,3068.86,3252.01,183.15,227.97
s,3424.11,3560.4,136.29,172.11
w,3701.46,3957.83,256.37,141.06
o,4136.79,4317.31,180.51,178.96
r,4482.36,4568.43,86.08,165.05
d,4787.38,4846.71,59.33,218.94
1,5021.15,5210.01,188.85,174.45
2,5388.13,5554.13,166.0,178.12
3,5746.42,6097.29,350.87,192.29
