key,press_time,release_time,dwell_time,flight_time
s,0.0,127.06,127.06,0.0
e,339.54,488.34,148.8,212.48
c,694.03,894.9,200.87,205.69
u,1016.92,1186.72,169.8,122.02
r,1419.19,1594.38,175.19,232.47
e,1766.61,1910.82,144.21,172.23
p,2109.69,2311.52,201.83,198.87
a,2433.22,2595.87,162.65,121.7
s,2739.31,2917.81,178.5,143.44
s,3066.75,3233.61,166.86,148.95
w,3366.91,3560.96,194.05,133.3
o,3688.7,3877.54,188.84,127.73
r,4053.44,4187.24,133.81,175.9
d,4335.02,4499.67,164.65,147.78
1,4668.16,4847.56,179.4,168.49
2,5082.99,5288.04,205.04,235.43
3,5574.6,5810.33,235.73,286.56
