key,press_time,release_time,dwell_time,flight_time
s,0.0,66.87,66.87,0.0
e,162.53,265.46,102.93,95.66
c,355.38,448.46,93.08,89.92
u,540.67,633.41,92.74,92.22
r,713.56,814.49,100.92,80.15
e,895.49,966.09,70.59,81.01
p,1067.72,1208.83,141.1,101.64
a,1322.46,1407.71,85.25,113.63
s,1536.93,1617.51,80.58,129.23
s,1735.55,1810.04,74.48,118.04
w,1907.4,1956.38,48.98,97.36
o,2028.96,2119.02,90.06,72.58
r,2220.02,2314.12,94.1,101.01
d,2430.15,2508.17,78.01,116.03
1,2637.78,2719.53,81.75,129.61
2,2816.68,2930.35,113.67,97.15
3,3007.23,3100.37,93.14,76.88
