key,press_time,release_time,dwell_time,flight_time
s,0.0,97.0,97.0,0.0
e,263.68,353.01,89.33,166.68
c,462.52,554.94,92.42,109.51
u,680.66,797.92,117.27,125.72
r,891.25,1007.7,116.45,93.33
e,1172.9,1302.74,129.85,165.2
p,1434.94,1553.92,118.98,132.2
a,1675.87,1814.95,139.08,121.95
s,1953.09,2025.29,72.2,138.14
s,2104.32,2215.17,110.85,79.03
w,2374.51,2472.75,98.24,159.34
o,2659.88,2759.89,100.02,187.12
r,2926.91,3009.58,82.66,167.02
d,3141.73,3189.72,47.99,132.16
1,3280.22,3424.21,143.99,90.5
2,3578.71,3696.3,117.59,154.49
3,3808.79,3986.49,177.7,112.49
