key,press_time,release_time,dwell_time,flight_time
s,0.0,105.87,105.87,0.0
e,167.68,248.8,81.12,61.81
c,355.37,439.63,84.26,106.56
u,518.12,590.6,72.48,78.49
r,687.5,727.5,40.0,96.9
e,868.46,944.72,76.25,140.97
p,1096.36,1182.42,86.06,151.64
a,1329.88,1437.39,107.51,147.46
s,1575.89,1646.83,70.94,138.5
s,1750.09,1807.69,57.6,103.26
w,1875.04,1974.7,99.66,67.35
o,2134.59,2184.56,49.97,159.89
r,2263.5,2304.98,41.48,78.94
d,2416.62,2495.67,79.05,111.63
1,2600.26,2704.06,103.81,104.59
2,2814.54,2916.62,102.08,110.48
3,3033.77,3117.92,84.15,117.16
