key,press_time,release_time,dwell_time,flight_time
s,0.0,134.29,134.29,0.0
e,252.82,375.31,122.49,118.53
c,550.32,702.07,151.75,175.01
u,863.35,987.43,124.08,161.28
r,1096.85,1142.16,45.32,109.42
e,1233.07,1405.58,172.51,90.91
p,1565.6,1796.42,230.82,160.02
a,1968.03,2126.64,158.61,171.61
s,2279.58,2421.78,142.21,152.94
s,2469.44,2640.07,170.63,47.66
w,2765.22,2854.5,89.28,125.16
o,2927.49,3075.75,148.26,72.99
r,3211.75,3377.68,165.93,136.0
d,3581.6,3731.18,149.58,203.92
1,3858.0,4089.63,231.63,126.82
2,4215.05,4385.21,170.17,125.42
3,4514.58,4684.22,169.64,129.37
